id,sentence,eng_result,kor_result
2226,피고인은 아무런 이유 없이 주차단속 업무를 하고 있던 공무원을 폭행하여 그 죄질이 매우 나쁘다.,"The Defendant assaulted a public official who was in charge of parking control for no reason, and the crime was very bad.","피고인은 주차단속을 담당하는 공무원을 이유없이 폭행했고, 죄질이 매우 불량했다."
2230,○ 불리한 정상: 이 사건 범행은 폭행의 정도가 중하지는 않으나 범행의 경위 및 내용에 비추어 죄질이 좋지 않고,"○ Adverse normal: The degree of assault in this case is not serious, but in light of the circumstances and contents of the crime, the quality of the crime is not good",○ 역정규격: 이 사건 폭행의 정도는 심각하지 않으나 범행 경위와 내용에 비추어 볼 때 범행의 질이 좋지 않다.
2230,피고인이 현행범인으로 체포되어 의령경찰서에 인치된 이후에 보인 태도를 비롯하여 범행 후의 전체적인 정황을 살펴보더라도 그 죄책이 가볍지 않다.,"Even if we look at the overall situation after the crime, including the attitude shown after the Defendant was arrested as the current criminal and was imprisoned at Uiryeong Police Station, the crime is not light.",피고인이 현행범으로 체포돼 의령경찰서에 수감된 뒤 보인 태도 등 범행 후 전반적인 상황을 살펴봐도 죄질이 가볍지 않다.
2234,피고인의 폭행으로 인하여 피해 경찰관이 상해를 입는 등의 중한 결과가 발생하지는 않은 점 등 유리한 정상들과 그 밖에 피고인의 나이,"The age of the Defendant and other favorable leaders, such as the fact that serious consequences such as injury to the victim police officer did not occur due to the Defendant's assault",피고인의 폭행으로 인하여 피해 경찰관에게 상해를 입히는 등 중대한 결과가 발생하지 아니한 점 등 피고인 및 그 밖에 유리한 지도자의 연령
2243,이 사건 범행의 경위 등에 비추어 피고인의 죄책이 무겁다.,"In light of the circumstances of the crime in this case, the Defendant's guilt is heavy.",이 사건 범죄의 정황에 비추어 피고인의 죄질이 무겁다.
2243,이 사건 폭행의 부위 및 정도와 그로 인한 공무집행방해의 정도 역시 가볍다고 볼 수 없다.,The part and degree of assault in this case and the degree of obstruction of official duties resulting therefrom cannot be considered light.,"이 사건 폭행의 부위와 정도, 그로 인한 공무집행방해의 정도는 가볍다고 볼 수 없다."
2255,피고인이 신고를 받고 출동한 경찰관을 폭행하였고 그 폭행의 정도가 가볍지 않은 점,"The Defendant assaulted a police officer who was dispatched after receiving a report, and the degree of the assault was not light","피고는 신고를 받고 출동한 경찰관을 폭행했고, 폭행의 정도는 가볍지 않았다."
2296,피고인이 피해 경찰관에게 행사한 유형력의 정도는 비교적 경미하고,The degree of physical force exercised by the Defendant against the victim police officer is relatively minor,피고인이 피해 경찰관에 대하여 행사한 물리적 힘의 정도는 비교적 경미하고
2296,경미하여 공무원이 개의치 않을 정도의 것이라면 여기의 폭행에는 해당하지 아니한다(대법원 2007. 6. 1. 선고 2006도4449 판결 참조).,"If it is so minor that public officials do not care, it does not constitute an assault here (see the Supreme Court's June 1, 2007 sentence 2006Do4449).",공무원이 개의치 않을 정도로 경미한 사안이라면 여기서 폭행에 해당하지 않는다(대법원 2007. 6. 1. 선고 2006도4449 판결 참조).
2296,이를 공무원의 직무집행을 방해할 수 없을 정도로 공무원이 개의치 않을 정도의 경미한 행동이라고 볼 수는 없다.,This cannot be regarded as such a minor act that public officials do not mind that it cannot interfere with public officials' performance.,이는 공무원이 공무원의 업무수행에 지장을 줄 수 없다는 것을 개의치 않을 정도의 사소한 행위로 볼 수 없다.
2300,피고인이 싸움 발생 신고를 받고 출동한 경찰관에게 욕설을 퍼붓고 귀가를 종용한다는 이유로 경찰관의 뺨을 때리는 등 폭행을 행사하여 경찰관의 정당한 공무집행을 방해한 점에서 그 죄책이 매우 무겁다.,The crime is very heavy in that the Defendant abused the police officer who was dispatched after receiving a report of a fight and slapped the police officer on the cheek for urging him to return home.,피고인이 싸움 신고를 받고 출동한 경찰관을 폭행하고 귀가를 종용했다는 이유로 뺨을 때렸다는 점에서 죄질이 매우 무겁다.
2301,피고인이 신고를 받고 출동한 경찰관을 폭행하여 공무집행방해의 정도가 가볍지 않은 점,"The Defendant assaulted a police officer who was dispatched after receiving a report, and the degree of obstruction of the performance of official duties was not light",피고는 신고를 받고 출동한 경찰관을 폭행하여 공무집행방해의 정도가 가볍지 아니하였다.
2306,이 사건 각 범행은 정당한 직무를 집행하는 경찰공무원에 대하여 이루어진 것으로 국가의 사법작용을 저해시켜 죄질이 결코 가볍지 아니한 점 등은 피고인에게 불리한 정상이다.,"Each crime in this case was committed against a police official who executes his/her legitimate duties, and it is normal to be disadvantageous to the Defendant in that the nature of the crime is never light by hindering the judicial action of the state.",이 사건 각 범행은 정당한 직무를 수행하는 경찰공무원을 상대로 한 것으로 국가의 사법적 행위를 방해하여 죄질이 결코 가볍지 않다는 점에서 피고인에게 불리한 것이 정상이다.
2306,피고인이 한 폭행의 정도가 매우 중하다고 보기는 어려운 점 등은 피고인에게 유리한 정상이다.,The fact that it is difficult to say that the degree of assault committed by the Defendant is very serious is normal in favor of the Defendant.,피고가 저지른 폭행의 정도가 매우 중하다고 보기 어려운 점은 피고에게 유리한 것이 정상이다.
2324,이로 인해 피해 경찰관의 업무에 상당한 지장을 준 점 등을 종합하면 죄책을 가볍게 볼 수 없으므로 징역형을 선택하되,"Considering that this has significantly disrupted the work of the victim police officer, the crime cannot be seen lightly, so choose a prison sentence",이로 인해 피해 경찰관의 업무에 현저한 지장을 초래한 점 등을 고려할 때 범죄를 가볍게 볼 수 없으므로 징역형을 선택한다.
2329,이 사건 폭행 및 그로 인한 공무집행방해의 정도가 무겁다고 보기는 어렵다.,It is difficult to say that the degree of assault in this case and the resulting obstruction of official duties is heavy.,이 사건 폭행의 정도와 이에 따른 공무집행방해죄가 무겁다고 보기 어렵다.
2351,폭행의 정도가 비교적 경미한 편인점,the fact that the degree of assault is relatively minor,폭행의 정도가 비교적 경미하다는 사실
2353,범행 후 정황 등에 비추어 죄질이 나쁘다.,The crime is bad in light of the circumstances after the crime.,범행 후의 정황에 비추어 볼 때 죄질이 나쁘다
2353,폭력 범죄로 중한 처벌을 받은 전력이 있고,He's been severely punished for violent crimes,그는 강력범죄로 엄벌을 받아왔다.
2359,경찰관에 대한 폭행의 정도가 가볍지 않았던 것으로 보이는 점 등에 비추어 볼 때 피고인의 죄책이 가볍지 아니하다.,"In light of the fact that the degree of assault on the police officer was not light, the Defendant's guilt is not light.",경찰관에 대한 폭행 정도가 가볍지 않은 점에 비추어 피고인의 죄질이 가볍지 않다.
2360,이에 출동한 경찰관들에게 폭행을 하여 공무집행을 방해한 것은 그 죄질이 나쁘다.,The crime of assaulting the dispatched police officers and interfering with the execution of official duties is bad.,출동한 경찰관을 폭행하고 공무집행을 방해한 죄질이 나쁘다.
2378,- 감경요소: 폭행·협박·위계 또는 공무방해의 정도가 경미한 경우,"- Reduction factors: Where the degree of assault, intimidation, hierarchy, or obstruction of official duties is minor;","- 감소 계수: 폭행, 협박, 위계질서 또는 공무집행방해의 정도가 경미한 경우"
2378,파출소에서 정복 경찰관에게 손찌검을 하고 소란을 피운 것이어서 죄책을 가볍게 볼 수 없으므로 징역형을 선택하되,"You can't see the crime lightly because you made a fuss with a conquering police officer at the police box, so choose a prison sentence",파출소에서 정복 경찰관과 소란을 피웠기 때문에 범죄를 가볍게 볼 수 없으니 징역형을 선택하라.
